_id;cui;label;pmid;title
5bad0fc14bca051b2427a949;C0494463;Alzheimer Disease, Late Onset;7891423;Low levels of serum apolipoprotein A I and A II in senile dementia.
5bad0e844bca051b2426f8d4;C0002395;Alzheimer's Disease;1546130;Depression and senile dementia of the Alzheimer type: a role for moclobemide.
5bad0fad4bca051b2427a21f;C0011265;Presenile dementia;1546130;Depression and senile dementia of the Alzheimer type: a role for moclobemide.
5bad0fc34bca051b2427aa60;C0494463;Alzheimer Disease, Late Onset;25788394;Cannabinoids in late-onset Alzheimer's disease.
5bad0ea04bca051b24271b9d;C0002395;Alzheimer's Disease;12050474;Influence of cognitive reserve on neuropsychologic functioning in Alzheimer's disease type sporadic in subjects of Spanish nationality.
5bad0fc14bca051b2427a991;C0494463;Alzheimer Disease, Late Onset;12050474;Influence of cognitive reserve on neuropsychologic functioning in Alzheimer's disease type sporadic in subjects of Spanish nationality.
5bad0e7e4bca051b2426edd3;C0002395;Alzheimer's Disease;3507557;The molecular pathogenesis of astrogliosis in scrapie and Alzheimer's disease.
5bad0e984bca051b242713f3;C0002395;Alzheimer's Disease;10899427;Presenilin structure, function and role in Alzheimer disease.
5bad0fd34bca051b2427afd0;C0276496;Familial Alzheimer Disease (FAD);10899427;Presenilin structure, function and role in Alzheimer disease.
5bad0fd54bca051b2427b187;C0276496;Familial Alzheimer Disease (FAD);24390130;Familial Alzheimer's mutations within APPTM increase Aβ42 production by enhancing accessibility of ε-cleavage site.
5bad0eb94bca051b2427327e;C0002395;Alzheimer's Disease;16344340;Novel presenilin 1 mutation (S170F) causing Alzheimer disease with Lewy bodies in the third decade of life.
5bad0fb84bca051b2427a6b0;C0750901;Alzheimer Disease, Early Onset;16344340;Novel presenilin 1 mutation (S170F) causing Alzheimer disease with Lewy bodies in the third decade of life.
5bad0e7e4bca051b2426ec67;C0002395;Alzheimer's Disease;3089405;Serial visual evoked potential recordings in Alzheimer's disease.
5bad0fac4bca051b2427a204;C0011265;Presenile dementia;3089405;Serial visual evoked potential recordings in Alzheimer's disease.
5bad0fb74bca051b2427a5ea;C0750901;Alzheimer Disease, Early Onset;9347932;A novel pathogenic mutation (Leu262Phe) found in the presenilin 1 gene in early-onset Alzheimer's disease.
5bad0fc14bca051b2427a974;C0494463;Alzheimer Disease, Late Onset;10643896;Decreased frequency of apolipoprotein E epsilon4 allele from Northern to Southern Europe in Alzheimer's disease patients and centenarians.
5bad0fa24bca051b24279f80;C0002395;Alzheimer's Disease;28870543;Development and comprehensive comparison of two on-line capillary electrophoretic methods for β-secretase inhibitor screening.
5bad0ece4bca051b24274258;C0002395;Alzheimer's Disease;18348684;ABCA2 as a therapeutic target in cancer and nervous system disorders.
5bad0fb84bca051b2427a6d3;C0750901;Alzheimer Disease, Early Onset;18348684;ABCA2 as a therapeutic target in cancer and nervous system disorders.
5bad0f124bca051b242768e7;C0002395;Alzheimer's Disease;22453944;Ryanodine receptor physiology and its role in disease.
5bad0e7e4bca051b2426ed08;C0002395;Alzheimer's Disease;3791064;Failed compensatory dendritic growth as a pathophysiological process in Alzheimer's disease.
5bad0fb84bca051b2427a679;C0750901;Alzheimer Disease, Early Onset;12460542;Presenilin-1 mutations sensitize neurons to DNA damage-induced death by a mechanism involving perturbed calcium homeostasis and activation of calpains and caspase-12.
5bad0f6b4bca051b24278d5a;C0002395;Alzheimer's Disease;26289409;Pharmacogenetic Study on the Impact of Rivastigmine Concerning Genetic Variants of A2M and IL-6 Genes on Iranian Alzheimer's Patients.
5bad0fd64bca051b2427b1ac;C0276496;Familial Alzheimer Disease (FAD);26289409;Pharmacogenetic Study on the Impact of Rivastigmine Concerning Genetic Variants of A2M and IL-6 Genes on Iranian Alzheimer's Patients.
5bad0eac4bca051b24272689;C0002395;Alzheimer's Disease;15119738;Amyloid precursor protein gene analysis in familial Alzheimer's disease cases: a lack of mutations in exons 16 and 17.
5bad0fb84bca051b2427a696;C0750901;Alzheimer Disease, Early Onset;15119738;Amyloid precursor protein gene analysis in familial Alzheimer's disease cases: a lack of mutations in exons 16 and 17.
5bad0fd44bca051b2427b047;C0276496;Familial Alzheimer Disease (FAD);15119738;Amyloid precursor protein gene analysis in familial Alzheimer's disease cases: a lack of mutations in exons 16 and 17.
5bad0fb74bca051b2427a612;C0750901;Alzheimer Disease, Early Onset;9694871;Molecular dissection of domains in mutant presenilin 2 that mediate overproduction of amyloidogenic forms of amyloid beta peptides. Inability of truncated forms of PS2 with familial Alzheimer's disease mutation to increase secretion of Abeta42.
5bad0fd34bca051b2427af73;C0276496;Familial Alzheimer Disease (FAD);9694871;Molecular dissection of domains in mutant presenilin 2 that mediate overproduction of amyloidogenic forms of amyloid beta peptides. Inability of truncated forms of PS2 with familial Alzheimer's disease mutation to increase secretion of Abeta42.
5bad0ed24bca051b2427457c;C0002395;Alzheimer's Disease;18931664;Phospholipase A2 reduction ameliorates cognitive deficits in a mouse model of Alzheimer's disease.
5bad0fd44bca051b2427b0cf;C0276496;Familial Alzheimer Disease (FAD);18931664;Phospholipase A2 reduction ameliorates cognitive deficits in a mouse model of Alzheimer's disease.
5bad0e8b4bca051b242702f9;C0002395;Alzheimer's Disease;8687018;Fractionation of amyloid beta-protein (A beta) in Alzheimer's disease and Down's syndrome brains. Presence of membrane-bound A beta.
5bad0fa64bca051b2427a0aa;C0002395;Alzheimer's Disease;28355927;Permutation Disalignment Index as an Indirect, EEG-Based, Measure of Brain Connectivity in MCI and AD Patients.
5bad0f134bca051b24276922;C0002395;Alzheimer's Disease;22706880;Effects of polyphenols on brain ageing and Alzheimer's disease: focus on mitochondria.
5bad0fc24bca051b2427aa48;C0494463;Alzheimer Disease, Late Onset;24166411;The SORL1 gene and convergent neural risk for Alzheimer's disease across the human lifespan.
5bad0eb74bca051b24273091;C0002395;Alzheimer's Disease;16159306;Impaired Cross-Modal Inhibition in Alzheimer Disease
5bad0fa94bca051b2427a126;C0002395;Alzheimer's Disease;28985720;Effects of Homocysteine on white matter diffusion parameters in Alzheimer’s disease
5bad0e984bca051b2427139a;C0002395;Alzheimer's Disease;11048732;Apoptosis in the nervous system.
5bad0eb24bca051b24272cb2;C0002395;Alzheimer's Disease;15728175;Autoantibodies to redox-modified oligomeric Abeta are attenuated in the plasma of Alzheimer's disease patients.
5bad0fc24bca051b2427a9fc;C0494463;Alzheimer Disease, Late Onset;21757907;Type 2 diabetes and late-onset Alzheimer's disease.
5bad0e834bca051b2426f65b;C0002395;Alzheimer's Disease;1922963;Screening for the beta-amyloid precursor protein mutation (APP717: Val----Ile) in extended pedigrees with early onset Alzheimer's disease.
5bad0fb74bca051b2427a554;C0750901;Alzheimer Disease, Early Onset;1922963;Screening for the beta-amyloid precursor protein mutation (APP717: Val----Ile) in extended pedigrees with early onset Alzheimer's disease.
5bad0ef44bca051b242759ed;C0002395;Alzheimer's Disease;20920580;Zebrafish as a tool in Alzheimer's disease research.
5bad0fd54bca051b2427b116;C0276496;Familial Alzheimer Disease (FAD);20920580;Zebrafish as a tool in Alzheimer's disease research.
5bad0f564bca051b24278624;C0002395;Alzheimer's Disease;25720414;Is Vasomotion in Cerebral Arteries Impaired in Alzheimer's Disease?
5bad0e794bca051b2426e0ff;C0002395;Alzheimer's Disease;3075498;Alois Alzheimer on presenile dementia.
5bad0fac4bca051b2427a1d9;C0011265;Presenile dementia;3075498;Alois Alzheimer on presenile dementia.
5bad0e834bca051b2426f792;C0002395;Alzheimer's Disease;1392102;Serum autoantibodies against glial fibrillary acidic protein in brain aging and senile dementias.
5bad0fb74bca051b2427a565;C0750901;Alzheimer Disease, Early Onset;1392102;Serum autoantibodies against glial fibrillary acidic protein in brain aging and senile dementias.
5bad0e984bca051b242713ce;C0002395;Alzheimer's Disease;11119687;Alzheimer's disease: a dysfunction of the amyloid precursor protein(1).
5bad0fd34bca051b2427afcc;C0276496;Familial Alzheimer Disease (FAD);11119687;Alzheimer's disease: a dysfunction of the amyloid precursor protein(1).
5bad0f054bca051b24276290;C0002395;Alzheimer's Disease;22820466;Alzheimer amyloid-β oligomer bound to postsynaptic prion protein activates Fyn to impair neurons.
5bad0fd54bca051b2427b12d;C0276496;Familial Alzheimer Disease (FAD);22820466;Alzheimer amyloid-β oligomer bound to postsynaptic prion protein activates Fyn to impair neurons.
5bad0ea74bca051b242721d5;C0002395;Alzheimer's Disease;12611974;Human amylin actions on rat cholinergic basal forebrain neurons: antagonism of beta-amyloid effects.
5bad0e874bca051b2426fddf;C0002395;Alzheimer's Disease;7710672;Testing for mutations in exon 17 of the beta-amyloid precursor protein gene in Finnish Alzheimer patients and normal subjects.
5bad0fd34bca051b2427aef6;C0276496;Familial Alzheimer Disease (FAD);7710672;Testing for mutations in exon 17 of the beta-amyloid precursor protein gene in Finnish Alzheimer patients and normal subjects.
5bad0edb4bca051b24274b62;C0002395;Alzheimer's Disease;19339253;Serial PIB and MRI in normal, mild cognitive impairment and Alzheimer's disease: implications for sequence of pathological events in Alzheimer's disease
5bad0fc24bca051b2427a9db;C0494463;Alzheimer Disease, Late Onset;19339253;Serial PIB and MRI in normal, mild cognitive impairment and Alzheimer's disease: implications for sequence of pathological events in Alzheimer's disease
5bad0eaf4bca051b242729d2;C0002395;Alzheimer's Disease;15201367;Novel amyloid precursor protein gene missense mutation (D678N) in probable familial Alzheimer's disease.
5bad0fd44bca051b2427b059;C0276496;Familial Alzheimer Disease (FAD);15201367;Novel amyloid precursor protein gene missense mutation (D678N) in probable familial Alzheimer's disease.
5bad0fc24bca051b2427a9f8;C0494463;Alzheimer Disease, Late Onset;21185624;Association of common KIBRA variants with episodic memory and AD risk.
5bad0f474bca051b24277f9e;C0002395;Alzheimer's Disease;24331159;Impact of socioeconomic status on initial clinical presentation to a memory disorders clinic.
5bad0f354bca051b24277851;C0002395;Alzheimer's Disease;25307057;A three-dimensional human neural cell culture model of Alzheimer's disease.
5bad0fd54bca051b2427b172;C0276496;Familial Alzheimer Disease (FAD);25307057;A three-dimensional human neural cell culture model of Alzheimer's disease.
5bad0e804bca051b2426f1f9;C0002395;Alzheimer's Disease;2556292;NGF receptor gene expression is decreased in the nucleus basalis in Alzheimer's disease.
5bad0e8c4bca051b242705fa;C0002395;Alzheimer's Disease;9121684;Expression of catalytic trkB gene in the striatum and the basal forebrain of patients with Alzheimer's disease: an in situ hybridization study.
5bad0e844bca051b2426f83c;C0002395;Alzheimer's Disease;1538039;The cost of institutional care in Alzheimer's disease: nursing home and hospital use in a prospective cohort.
5bad0e7b4bca051b2426e667;C0002395;Alzheimer's Disease;15467998;[From empiricism to neuroscience in Alzheimer's disease].
5bad0fac4bca051b2427a1dd;C0011265;Presenile dementia;15467998;[From empiricism to neuroscience in Alzheimer's disease].
5bad0f254bca051b24277119;C0002395;Alzheimer's Disease;23648381;Focusing on the structure and the function of Pin1: new insights into the opposite effects of fever on cancers and Alzheimer's disease.
5bad0f134bca051b2427692e;C0002395;Alzheimer's Disease;22688354;Lack of genetic association of the UCHL1 gene with Alzheimer's disease and Parkinson's disease with dementia.
5bad0e7d4bca051b2426eb8e;C0002395;Alzheimer's Disease;6487435;[Ultrastructural study of the neuronal lipofuscin--an autopsy case of familial Alzheimer's disease].
5bad0fd34bca051b2427ae73;C0276496;Familial Alzheimer Disease (FAD);6487435;[Ultrastructural study of the neuronal lipofuscin--an autopsy case of familial Alzheimer's disease].
5bad0f4b4bca051b24278158;C0002395;Alzheimer's Disease;25500120;Anxiety symptoms in amnestic mild cognitive impairment are associated with medial temporal atrophy and predict conversion to Alzheimer disease.
5bad0ea14bca051b24271c8f;C0002395;Alzheimer's Disease;12228233;Processing of beta-amyloid precursor-like protein-1 and -2 by gamma-secretase regulates transcription.
5bad0fd34bca051b2427b021;C0276496;Familial Alzheimer Disease (FAD);12228233;Processing of beta-amyloid precursor-like protein-1 and -2 by gamma-secretase regulates transcription.
5bad0e944bca051b24270f71;C0002395;Alzheimer's Disease;10933431;Presenile primary cognitive decline or Alzheimer's dementia: 7-year clinical and neuropsychological follow-up.
5bad0fb74bca051b2427a632;C0750901;Alzheimer Disease, Early Onset;10933431;Presenile primary cognitive decline or Alzheimer's dementia: 7-year clinical and neuropsychological follow-up.
5bad0ea04bca051b24271c48;C0002395;Alzheimer's Disease;12088698;EEG harmonic responses to photic stimulation in normal aging and Alzheimer's disease: differences in interhemispheric coherence.
5bad0f574bca051b2427865e;C0002395;Alzheimer's Disease;25744625;Optimization of brain perfusion image quality by cortical surface-based projection of arterial spin labeling maps in early-onset Alzheimer's disease patients.
5bad0fba4bca051b2427a76b;C0750901;Alzheimer Disease, Early Onset;25744625;Optimization of brain perfusion image quality by cortical surface-based projection of arterial spin labeling maps in early-onset Alzheimer's disease patients.
5bad0f3a4bca051b24277aa4;C0002395;Alzheimer's Disease;24996793;Distinct perfusion patterns in Alzheimer's disease, frontotemporal dementia and dementia with Lewy bodies.
5bad0ec14bca051b242738f3;C0002395;Alzheimer's Disease;16377636;Formation of tau inclusions in knock-in mice with familial Alzheimer disease (FAD) mutation of presenilin 1 (PS1).
5bad0fd44bca051b2427b099;C0276496;Familial Alzheimer Disease (FAD);16377636;Formation of tau inclusions in knock-in mice with familial Alzheimer disease (FAD) mutation of presenilin 1 (PS1).
5bad0f6e4bca051b24278e82;C0002395;Alzheimer's Disease;26555315;Corticotropin-releasing factor receptor-1 antagonism mitigates beta amyloid pathology and cognitive and synaptic deficits in a mouse model of Alzheimer's disease.
5bad0fd34bca051b2427af2d;C0276496;Familial Alzheimer Disease (FAD);8574969;Alzheimer-associated presenilins 1 and 2: neuronal expression in brain and localization to intracellular membranes in mammalian cells.
5bad0f694bca051b24278ccb;C0002395;Alzheimer's Disease;23919776;Alzheimer's Disease is Associated with Increased Risk of Osteoporosis: The Chongqing Aging Study.
5bad0fc14bca051b2427a981;C0494463;Alzheimer Disease, Late Onset;11043800;Neuronal loss and neurofibrillary degeneration in the hippocampal cortex in late-onset sporadic Alzheimer's disease.
5bad0e824bca051b2426f531;C0002395;Alzheimer's Disease;1708471;Tyrosine phosphorylation systems in Alzheimer's disease pathology.
5bad0fd54bca051b2427b10b;C0276496;Familial Alzheimer Disease (FAD);20842367;Neuropathology of the recessive A673V APP mutation: Alzheimer disease with distinctive features.
5bad0e9a4bca051b24271656;C0002395;Alzheimer's Disease;10824501;Comparison of the serial position effect in very mild Alzheimer's disease, mild Alzheimer's disease, and amnesia associated with electroconvulsive therapy.
5bad0ead4bca051b24272817;C0002395;Alzheimer's Disease;15126697;Tau protein phosphorylated at threonine 181 in CSF as a neurochemical biomarker in Alzheimer's disease: original data and review of the literature.
5bad0fc24bca051b2427aa06;C0494463;Alzheimer Disease, Late Onset;21443265;S-nitrosylation of ApoE in Alzheimer's disease.
5bad0e8e4bca051b24270870;C0002395;Alzheimer's Disease;9294935;Neuroleptic-induced dysphagia.
5bad0f384bca051b242779e1;C0002395;Alzheimer's Disease;24524645;Hippocampal atrophy in people with memory deficits: results from the population-based IPREA study.
5bad0e944bca051b24270f70;C0002395;Alzheimer's Disease;10637934;[Alzheimer's disease: lesions and their progression].
5bad0fd34bca051b2427afa1;C0276496;Familial Alzheimer Disease (FAD);10637934;[Alzheimer's disease: lesions and their progression].
5bad0e934bca051b24270e06;C0002395;Alzheimer's Disease;10340748;Analysis of presenilin 1 and presenilin 2 expression and processing by newly developed monoclonal antibodies.
5bad0fb74bca051b2427a623;C0750901;Alzheimer Disease, Early Onset;10340748;Analysis of presenilin 1 and presenilin 2 expression and processing by newly developed monoclonal antibodies.
5bad0e7d4bca051b2426ea3b;C0002395;Alzheimer's Disease;6107862;Reduced somatostatin-like immunoreactivity in cerebral cortex from cases of Alzheimer disease and Alzheimer senile dementa.
5bad0fba4bca051b2427a787;C0750901;Alzheimer Disease, Early Onset;27120160;Efficient introduction of specific homozygous and heterozygous mutations using CRISPR/Cas9.
5bad0e784bca051b2426dd6b;C0002395;Alzheimer's Disease;25072545;[Diagnosing Alzheimer's disease: from research to clinical practice and ethics].
5bad0fac4bca051b2427a1d6;C0011265;Presenile dementia;25072545;[Diagnosing Alzheimer's disease: from research to clinical practice and ethics].
5bad0ede4bca051b24274d59;C0002395;Alzheimer's Disease;19733635;Effects of memantine on soluble Alphabeta(25-35)-induced changes in peptidergic and glial cells in Alzheimer's disease model rat brain regions.
5bad0fc24bca051b2427a9f6;C0494463;Alzheimer Disease, Late Onset;21152065;A Putative Alzheimer's Disease Risk Allele inPCK1Influences Brain Atrophy in Multiple Sclerosis
5bad0eb24bca051b24272c6e;C0002395;Alzheimer's Disease;15708428;Oxidative DNA damage in peripheral leukocytes of mild cognitive impairment and AD patients.
5bad0fb74bca051b2427a62c;C0750901;Alzheimer Disease, Early Onset;10208579;Early-onset Alzheimer's disease caused by a novel mutation at codon 219 of the presenilin-1 gene.
5bad0f064bca051b24276318;C0002395;Alzheimer's Disease;22886009;p38 MAPK: a mediator of hypoxia-induced cerebrovascular inflammation.
5bad0eaa4bca051b242724ca;C0002395;Alzheimer's Disease;14689857;[A case of serious aspiration pneumonia associated with multiple cerebral infarctions and Alzheimer's disease followed by hospital and home care service team].
5bad0f274bca051b24277220;C0002395;Alzheimer's Disease;23558491;Genetic testing for early-onset Alzheimer disease.
5bad0e7f4bca051b2426efbb;C0002395;Alzheimer's Disease;2457353;Possible neurotransmitter basis of behavioral changes in Alzheimer's disease.
5bad0efb4bca051b24275de2;C0002395;Alzheimer's Disease;22071334;Evolution of the diagnostic criteria for degenerative and cognitive disorders.
5bad0fb74bca051b2427a5ec;C0750901;Alzheimer Disease, Early Onset;9347936;No association between an intronic polymorphism in the presenilin-1 gene and Alzheimer's disease.
5bad0ea94bca051b24272426;C0002395;Alzheimer's Disease;12803440;New directions in the study of semantic deficits: a comment on Storms et al. (2003).
5bad0fc24bca051b2427a9fb;C0494463;Alzheimer Disease, Late Onset;21059989;Identification of novel loci for Alzheimer disease and replication of CLU, PICALM, and BIN1 in Caribbean Hispanic individuals.
5bad0f734bca051b24278fed;C0002395;Alzheimer's Disease;26845282;Gray matter volumes and treatment response of psychotic symptoms to risperidone in antipsychotic-naïve Alzheimer's disease patients.
5bad0f504bca051b24278391;C0002395;Alzheimer's Disease;25927677;Rodent models for Alzheimer's disease drug discovery.
5bad0fb94bca051b2427a760;C0750901;Alzheimer Disease, Early Onset;25927677;Rodent models for Alzheimer's disease drug discovery.
5bad0ed94bca051b24274ac3;C0002395;Alzheimer's Disease;19434899;Hybrid structure-based virtual screening protocol for the identification of novel BACE1 inhibitors.
5bad0f104bca051b242767be;C0002395;Alzheimer's Disease;21911656;Autosomal recessive causes likely in early-onset Alzheimer disease.
5bad0fb94bca051b2427a724;C0750901;Alzheimer Disease, Early Onset;21911656;Autosomal recessive causes likely in early-onset Alzheimer disease.
5bad0fc24bca051b2427aa14;C0494463;Alzheimer Disease, Late Onset;21911656;Autosomal recessive causes likely in early-onset Alzheimer disease.
5bad0e8f4bca051b242709c6;C0002395;Alzheimer's Disease;9478949;Relative increase in Alzheimer's disease of soluble forms of cerebral Abeta amyloid protein precursor containing the Kunitz protease inhibitory domain.
5bad0e894bca051b242700c6;C0002395;Alzheimer's Disease;7706432;Serum anti-GFAP and anti-S100 autoantibodies in brain aging, Alzheimer's disease and vascular dementia.
5bad0fb74bca051b2427a5a2;C0750901;Alzheimer Disease, Early Onset;7706432;Serum anti-GFAP and anti-S100 autoantibodies in brain aging, Alzheimer's disease and vascular dementia.
5bad0fb74bca051b2427a5e3;C0750901;Alzheimer Disease, Early Onset;9106355;Amyloid, the presenilins and Alzheimer's disease.
5bad0eaf4bca051b2427296c;C0002395;Alzheimer's Disease;15255951;Neuronal expression of myeloperoxidase is increased in Alzheimer's disease.
5bad0ef84bca051b24275bc0;C0002395;Alzheimer's Disease;21969618;Two-photon imaging of neural networks in a mouse model of Alzheimer's disease.
5bad0ea04bca051b24271baf;C0002395;Alzheimer's Disease;12054732;Synthesis, aggregation, neurotoxicity, and secondary structure of various A beta 1-42 mutants of familial Alzheimer's disease at positions 21-23.
5bad0fd34bca051b2427b017;C0276496;Familial Alzheimer Disease (FAD);12054732;Synthesis, aggregation, neurotoxicity, and secondary structure of various A beta 1-42 mutants of familial Alzheimer's disease at positions 21-23.
5bad0f654bca051b24278b98;C0002395;Alzheimer's Disease;26523804;Clinicopathological Correlations and Concomitant Pathologies in Rapidly Progressive Dementia: A Brain Bank Series.
5bad0ed44bca051b242746a4;C0002395;Alzheimer's Disease;18631974;Inflammation and Alzheimer's disease: possible role of periodontal diseases.
5bad0eaa4bca051b2427249a;C0002395;Alzheimer's Disease;14574628;Cholesterol modulates amyloid beta-peptide's membrane interactions.
5bad0eaa4bca051b242724a5;C0002395;Alzheimer's Disease;14739838;[Dementia: role of imaging].
5bad0fb84bca051b2427a6c6;C0750901;Alzheimer Disease, Early Onset;17268504;When loss is gain: reduced presenilin proteolytic function leads to increased Abeta42/Abeta40. Talking Point on the role of presenilin mutations in Alzheimer disease.
5bad0f6d4bca051b24278e57;C0002395;Alzheimer's Disease;26550988;Defining the Genetic Architecture of Alzheimer's Disease: Where Next.
5bad0fc34bca051b2427aa6b;C0494463;Alzheimer Disease, Late Onset;26550988;Defining the Genetic Architecture of Alzheimer's Disease: Where Next.
5bad0fc34bca051b2427aa6c;C0494463;Alzheimer Disease, Late Onset;26553058;Genetic Factors Affecting Late-Onset Alzheimer's Disease Susceptibility.
5bad0e794bca051b2426dfdc;C0002395;Alzheimer's Disease;8892351;"Alzheimer A beta neurotoxicity: promotion by antichymotrypsin, ApoE4; inhibition by A beta-related peptides."
5bad0f094bca051b242764a5;C0002395;Alzheimer's Disease;23171715;Utility of an improved model of amyloid-beta (Aβ1-42) toxicity inCaenorhabditis elegansfor drug screening for Alzheimer’s disease
5bad0ef94bca051b24275cb5;C0002395;Alzheimer's Disease;22023459;Synthesis, biological evaluation, and molecular modeling of donepezil and N-[(5-(benzyloxy)-1-methyl-1H-indol-2-yl)methyl]-N-methylprop-2-yn-1-amine hybrids as new multipotent cholinesterase/monoamine oxidase inhibitors for the treatment of Alzheimer's disease.
5bad0f464bca051b24277f74;C0002395;Alzheimer's Disease;24239247;An 1H-MRS framework predicts the onset of Alzheimer's disease symptoms in PSEN1 mutation carriers.
5bad0fb94bca051b2427a75a;C0750901;Alzheimer Disease, Early Onset;24239247;An 1H-MRS framework predicts the onset of Alzheimer's disease symptoms in PSEN1 mutation carriers.
5bad0edc4bca051b24274cb9;C0002395;Alzheimer's Disease;18948255;Understanding the association of apolipoprotein E4 with Alzheimer disease: clues from its structure.
5bad0fc14bca051b2427a9a8;C0494463;Alzheimer Disease, Late Onset;15225164;Molecular genetics of late-onset Alzheimer's disease.
5bad0ec44bca051b24273b8a;C0002395;Alzheimer's Disease;17888585;Diagnostic utility of serum or cerebrospinal fluid levels of toxic advanced glycation end-products (TAGE) in early detection of Alzheimer's disease.
5bad0fc24bca051b2427aa03;C0494463;Alzheimer Disease, Late Onset;21876255;Seizures can precede cognitive symptoms in late-onset Alzheimer's disease.
5bad0ec54bca051b24273bd0;C0002395;Alzheimer's Disease;17445990;Oxidative damage of 14-3-3 zeta and gamma isoforms in Alzheimer's disease and cerebral amyloid angiopathy.
5bad0f404bca051b24277d18;C0002395;Alzheimer's Disease;24746833;High-fat diet increases tau expression in the brain of T2DM and AD mice independently of peripheral metabolic status.
5bad0fb74bca051b2427a573;C0750901;Alzheimer Disease, Early Onset;8395665;Screening for the APP codon 670/671 mutations in Alzheimer's disease.
5bad0ee64bca051b242752c6;C0002395;Alzheimer's Disease;20215096;[What use of biological markers for the diagnosis of Alzheimer's disease and associated disorders?].
5bad0eb74bca051b24273101;C0002395;Alzheimer's Disease;15965197;Is there a relation between APOE expression and brain amyloid load in Alzheimer's disease?
5bad0fc14bca051b2427a9b1;C0494463;Alzheimer Disease, Late Onset;15965197;Is there a relation between APOE expression and brain amyloid load in Alzheimer's disease?
